[55807, 76565833]    True    [0, 1]
[1019617, 7137313]    True    [4, 4]
[1019617, 13255009]    True    [4, 4]
[1019717, 6118297]    True    [2, 2]
[1020101, 7140701]    True    [2, 2]
[1020301, 10203001]    True    [2, 1]
[1020361, 9183241]    True    [2, 2]
[1020517, 2041033]    True    [2, 0]
[1020517, 12537769]    True    [2, 0]
[1020541, 10205401]    True    [2, 0]
[1020557, 13267229]    True    [2, 2]
[1020797, 13270349]    True    [2, 2]
[1020853, 12930793]    True    [2, 1]
[1021093, 6126553]    True    [2, 1]
[1021157, 13275029]    True    [2, 2]
[1021441, 9192961]    True    [8, 8]
[1021541, 13280021]    True    [2, 2]
[1021561, 1191821]    True    [2, 2]
[1021561, 2213381]    True    [2, 2]
[1021561, 4256501]    True    [2, 2]
[1021561, 15323401]    True    [2, 2]
[1021661, 7151621]    True    [2, 2]
[1021753, 15326281]    True    [2, 0]
[1021837, 2043673]    True    [2, 0]
[1021897, 14647177]    True    [2, 2]
[1022113, 13798513]    True    [3, 3]
[1022129, 6132769]    True    [3, 4]
[1022141, 7154981]    True    [2, 2]
[1022237, 7155653]    True    [2, 2]
[1022501, 13292501]    True    [2, 2]
[1022509, 4090033]    True    [2, 1]
[1022629, 12271537]    True    [2, 0]
[1022701, 12272401]    True    [2, 0]
[1022837, 13296869]    True    [2, 2]
[1022881, 3068641]    True    [4, 2]
[1022981, 7160861]    True    [2, 2]
[1022981, 13298741]    True    [2, 2]
[1023221, 13301861]    True    [2, 2]
[1023277, 2046553]    True    [2, 0]
[1023317, 6139897]    True    [2, 2]
[1023317, 7163213]    True    [2, 2]
[1023317, 13303109]    True    [2, 2]
[1023361, 10489441]    True    [4, 4]
[1023413, 6140473]    True    [2, 2]
[1023461, 13304981]    True    [2, 2]
[1023557, 6141337]    True    [2, 2]
[1023557, 7164893]    True    [2, 2]
[1023557, 13306229]    True    [2, 2]
[1023721, 10851433]    True    [0, 2]
[1023721, 15355801]    True    [0, 2]
[1024061, 13312781]    True    [2, 2]
[1024757, 7173293]    True    [2, 2]
[1024901, 7174301]    True    [2, 2]
[1024909, 10249081]    True    [2, 0]
[1025477, 13331189]    True    [2, 2]
[1025641, 3076921]    True    [1, 2]
[1025669, 7179677]    True    [2, 2]
[1025957, 7181693]    True    [2, 2]
[1026073, 14365009]    True    [2, 2]
[1026101, 7182701]    True    [2, 2]
[1026101, 13339301]    True    [2, 2]
[1026197, 7183373]    True    [2, 2]
[1026229, 10262281]    True    [2, 0]
[1026293, 2074421]    True    [2, 2]
[1026293, 2227273]    True    [2, 2]
[1026293, 2729501]    True    [2, 2]
[1026293, 2751337]    True    [2, 2]
[1026293, 3515597]    True    [2, 2]
[1026293, 4039661]    True    [2, 2]
[1026293, 4847593]    True    [2, 2]
[1026293, 5480837]    True    [2, 2]
[1026293, 6397949]    True    [2, 2]
[1026293, 6790997]    True    [2, 2]
[1026293, 7053029]    True    [2, 2]
[1026293, 7577093]    True    [2, 2]
[1026293, 7970141]    True    [2, 2]
[1026293, 8363189]    True    [2, 2]
[1026293, 9280301]    True    [2, 2]
[1026293, 9411317]    True    [2, 2]
[1026293, 9542333]    True    [2, 2]
[1026293, 9935381]    True    [2, 2]
[1026293, 11638589]    True    [2, 2]
[1026293, 12446521]    True    [2, 2]
[1026293, 12817733]    True    [2, 2]
[1026293, 13472813]    True    [2, 2]
[1026293, 14913989]    True    [2, 2]
[1026293, 15438053]    True    [2, 2]
[1026413, 13343357]    True    [2, 2]
[1026673, 13860073]    True    [1, 2]
[1026677, 13346789]    True    [2, 2]
[1026917, 7188413]    True    [2, 2]
[1026941, 13350221]    True    [2, 2]
[1026989, 7188917]    True    [2, 2]
[1027181, 3492413]    True    [2, 2]
[1027181, 4725029]    True    [2, 2]
[1027181, 8422877]    True    [2, 2]
[1027181, 9655493]    True    [2, 2]
[1027181, 14585957]    True    [2, 2]
[1027277, 13354589]    True    [2, 2]
[1027493, 13357397]    True    [2, 2]
[1027693, 10276921]    True    [2, 1]
[1027753, 15416281]    True    [2, 2]
[1027853, 13362077]    True    [2, 2]
[1028117, 13365509]    True    [2, 2]
[1028221, 6169321]    True    [2, 1]
[1028333, 13368317]    True    [2, 2]
[1028569, 15428521]    True    [0, 1]
[1028617, 10286161]    True    [0, 2]
[1028761, 9258841]    True    [2, 2]
[1028953, 4458793]    True    [2, 2]
[1028953, 9260569]    True    [2, 2]
[1028957, 7202693]    True    [2, 2]
[1028981, 7202861]    True    [2, 2]
[1029109, 10291081]    True    [2, 0]
[1029277, 6175657]    True    [2, 1]
[1029341, 13381421]    True    [2, 2]
[1029349, 2058697]    True    [2, 0]
[1029349, 12352177]    True    [2, 0]
[1029577, 5147881]    True    [2, 1]
[1030061, 7210421]    True    [2, 2]
[1030069, 10300681]    True    [2, 1]
[1030157, 7211093]    True    [2, 2]
[1030181, 7211261]    True    [2, 2]
[1030441, 15456601]    True    [0, 2]
[1030681, 2061361]    True    [1, 2]
[1030681, 9276121]    True    [1, 2]
[1030801, 12885001]    True    [2, 1]
[1031117, 13404509]    True    [2, 2]
[1031189, 7218317]    True    [2, 2]
[1031281, 9281521]    True    [3, 3]
[1031309, 6187849]    True    [2, 2]
[1031357, 13407629]    True    [2, 2]
[1031741, 7222181]    True    [2, 2]
[1031813, 13413557]    True    [2, 2]
[1031981, 13415741]    True    [2, 2]
[1032049, 1548073]    True    [0, 2]
[1032221, 7225541]    True    [2, 2]
[1032341, 7226381]    True    [2, 2]
[1032433, 1462613]    True    [2, 2]
[1032433, 2581081]    True    [2, 2]
[1032433, 3527477]    True    [2, 2]
[1032433, 3613513]    True    [2, 2]
[1032433, 6624773]    True    [2, 2]
[1032433, 11270717]    True    [2, 2]
[1032433, 12303149]    True    [2, 2]
[1032433, 13851797]    True    [2, 2]
[1032433, 14884229]    True    [2, 2]
[1032949, 6197689]    True    [2, 1]
[1033037, 13429469]    True    [2, 2]
[1033057, 11363617]    True    [4, 4]
[1033061, 2272733]    True    [2, 2]
[1033061, 3719017]    True    [2, 2]
[1033061, 10950437]    True    [2, 2]
[1033061, 12190109]    True    [2, 2]
[1033181, 7232261]    True    [2, 2]
[1033189, 14464633]    True    [2, 1]
[1033297, 5166481]    True    [3, 3]
[1033349, 7233437]    True    [2, 2]
[1033517, 7234613]    True    [2, 2]
[1033541, 7234781]    True    [2, 2]
[1033829, 7236797]    True    [2, 2]
[1034237, 7239653]    True    [2, 2]
[1034309, 7240157]    True    [2, 2]
[1034357, 12412273]    True    [2, 2]
[1034461, 2068921]    True    [2, 1]
[1034477, 13448189]    True    [2, 2]
[1034597, 13449749]    True    [2, 2]
[1034861, 7244021]    True    [2, 2]
[1034953, 11384473]    True    [0, 2]
[1035077, 7245533]    True    [2, 2]
[1035361, 4866193]    True    [2, 3]
[1035361, 7558129]    True    [2, 3]
[1035361, 7765201]    True    [2, 3]
[1035361, 14184433]    True    [2, 3]
[1036129, 3626449]    True    [3, 3]
[1036129, 11915473]    True    [3, 3]
[1036493, 13474397]    True    [2, 2]
[1036561, 1554841]    True    [2, 2]
[1036561, 2591401]    True    [2, 2]
[1036561, 10883881]    True    [2, 2]
[1036729, 14514193]    True    [2, 1]
[1036757, 7257293]    True    [2, 2]
[1036757, 13477829]    True    [2, 2]
[1036829, 7257797]    True    [2, 2]
[1036853, 13479077]    True    [2, 2]
[1036873, 3110617]    True    [2, 2]
[1036921, 3110761]    True    [2, 2]
[1037233, 5186161]    True    [3, 1]
[1037233, 9335089]    True    [3, 1]
[1037261, 7260821]    True    [2, 2]
[1037497, 3112489]    True    [2, 2]
[1037593, 5187961]    True    [2, 2]
[1038001, 2076001]    True    [2, 3]
[1038029, 7266197]    True    [2, 2]
[1038077, 6228457]    True    [2, 2]
[1038269, 7267877]    True    [2, 2]
[1038881, 12466561]    True    [4, 5]
[1038913, 5194561]    True    [5, 5]
[1038941, 2285669]    True    [2, 2]
[1038941, 7272581]    True    [2, 2]
[1038941, 9766037]    True    [2, 2]
[1039109, 6234649]    True    [2, 2]
[1039153, 2164901]    True    [2, 2]
[1039153, 2684477]    True    [2, 2]
[1039153, 8832793]    True    [2, 2]
[1039153, 8919389]    True    [2, 2]
[1039153, 15154301]    True    [2, 2]
[1039349, 6236089]    True    [2, 2]
[1039349, 12472177]    True    [2, 2]
[1039421, 13512461]    True    [2, 2]
[1039469, 7276277]    True    [2, 2]
[1039517, 4708397]    True    [2, 2]
[1039517, 9844829]    True    [2, 2]
[1039517, 11312381]    True    [2, 2]
[1039517, 13880597]    True    [2, 2]
[1039537, 2079073]    True    [3, 1]
[1039681, 6757921]    True    [3, 4]
[1039681, 10916641]    True    [3, 4]
[1039897, 7279273]    True    [1, 2]
[1039901, 7279301]    True    [2, 2]
[1039921, 5719561]    True    [2, 2]
[1039921, 6759481]    True    [2, 2]
[1039921, 15078841]    True    [2, 2]
[1040093, 13521197]    True    [2, 2]
[1040381, 7282661]    True    [2, 2]
[1040813, 13530557]    True    [2, 2]
[1040861, 13531181]    True    [2, 2]
[1040981, 13532741]    True    [2, 2]
[1041041, 1784641]    True    [2, 4]
[1041269, 7288877]    True    [2, 2]
[1041317, 6247897]    True    [2, 2]
[1041317, 7289213]    True    [2, 2]
[1041317, 13537109]    True    [2, 2]
[1041421, 6248521]    True    [2, 1]
[1041553, 6943681]    True    [2, 1]
[1041553, 9200377]    True    [2, 1]
[1041553, 10241929]    True    [2, 1]
[1041653, 13541477]    True    [2, 2]
[1041701, 7291901]    True    [2, 2]
[1041757, 2083513]    True    [2, 1]
[1042021, 2084041]    True    [2, 0]
[1042109, 7294757]    True    [2, 2]
[1042133, 13547717]    True    [2, 2]
[1042333, 6253993]    True    [2, 1]
[1042373, 6254233]    True    [2, 2]
[1042709, 7298957]    True    [2, 2]
[1042829, 7299797]    True    [2, 2]
[1042901, 7300301]    True    [2, 2]
[1042997, 13558949]    True    [2, 2]
[1043117, 6258697]    True    [2, 2]
[1043221, 4172881]    True    [2, 1]
[1043221, 14605081]    True    [2, 1]
[1043593, 9392329]    True    [2, 0]
[1043837, 7306853]    True    [2, 2]
[1043837, 13569869]    True    [2, 2]
[1043857, 11482417]    True    [1, 2]
[1043897, 6263377]    True    [1, 3]
[1043981, 13571741]    True    [2, 2]
[1044053, 13572677]    True    [2, 2]
[1044097, 13573249]    True    [6, 6]
[1044193, 5220961]    True    [4, 3]
[1044289, 2088577]    True    [5, 5]
[1044289, 5917633]    True    [5, 5]
[1044289, 8006209]    True    [5, 5]
[1044289, 10790977]    True    [5, 5]
[1044289, 12183361]    True    [5, 5]
[1044889, 5224441]    True    [2, 0]
[1045061, 7315421]    True    [2, 2]
[1045349, 7317437]    True    [2, 2]
[1045633, 5228161]    True    [6, 6]
[1046113, 15430153]    True    [0, 2]
[1046189, 7323317]    True    [2, 2]
[1046389, 2092777]    True    [2, 0]
[1046497, 2949217]    True    [4, 3]
[1046497, 13604449]    True    [4, 3]
[1046597, 7326173]    True    [2, 2]
[1046597, 13605749]    True    [2, 2]
[1047157, 10471561]    True    [2, 0]
[1047197, 7330373]    True    [2, 2]
[1047229, 14661193]    True    [2, 1]
[1047313, 3141937]    True    [3, 3]
[1047317, 7331213]    True    [2, 2]
[1047317, 13615109]    True    [2, 2]
[1047341, 7331381]    True    [2, 2]
[1047341, 13615421]    True    [2, 2]
[1047533, 13617917]    True    [2, 2]
[1047589, 12571057]    True    [2, 0]
[1047653, 13619477]    True    [2, 2]
[1047701, 7333901]    True    [2, 2]
[1047989, 6287929]    True    [2, 2]
[1047989, 7335917]    True    [2, 2]
[1048517, 13630709]    True    [2, 2]
[1048549, 2097097]    True    [2, 0]
[1048573, 10485721]    True    [2, 0]
[1048589, 7340117]    True    [2, 2]
[1048609, 7340257]    True    [4, 4]
[1048613, 13631957]    True    [2, 2]
[1048661, 7340621]    True    [2, 2]
[1048681, 13632841]    True    [2, 0]
[1048793, 6292753]    True    [2, 3]
[1049117, 13638509]    True    [2, 2]
[1049141, 7343981]    True    [2, 2]
[1049173, 6295033]    True    [2, 0]
[1049549, 7346837]    True    [2, 2]
[1049717, 7348013]    True    [2, 2]
[1049821, 14697481]    True    [2, 0]
[1049837, 13647869]    True    [2, 2]
[1049861, 7349021]    True    [2, 2]
[1049861, 13648181]    True    [2, 2]
[1049977, 11549737]    True    [0, 2]
[1049977, 13649689]    True    [0, 2]
[1050053, 6300313]    True    [2, 2]
[1050197, 7351373]    True    [2, 2]
[1050281, 6301681]    True    [2, 3]
[1050421, 6302521]    True    [2, 1]
[1050437, 13655669]    True    [2, 2]
[1050913, 8932753]    True    [2, 3]
[1050913, 9458209]    True    [2, 3]
[1051157, 12613873]    True    [2, 2]
[1051177, 7358233]    True    [1, 2]
[1051709, 7361957]    True    [2, 2]
[1052573, 6315433]    True    [2, 2]
[1052813, 13686557]    True    [2, 2]
[1053029, 7371197]    True    [2, 2]
[1053197, 13691549]    True    [2, 2]
[1053557, 7374893]    True    [2, 2]
[1053581, 13696541]    True    [2, 2]
[1053749, 6322489]    True    [2, 2]
[1054061, 7378421]    True    [2, 2]
[1054373, 6326233]    True    [2, 2]
[1054373, 13706837]    True    [2, 2]
[1054429, 2108857]    True    [2, 1]
[1054517, 7381613]    True    [2, 2]
[1054993, 11604913]    True    [3, 3]
[1055141, 13716821]    True    [2, 2]
[1055233, 13718017]    True    [7, 8]
[1055261, 6120509]    True    [2, 2]
[1055261, 14984693]    True    [2, 2]
[1055597, 13722749]    True    [2, 2]
[1056109, 2112217]    True    [2, 1]
[1056217, 6953423]    True    [0, 0]
[1056217, 11178287]    True    [0, 0]
[1056217, 15403151]    True    [0, 0]
[1056241, 3168721]    True    [3, 3]
[1056241, 7393681]    True    [3, 3]
[1056241, 11618641]    True    [3, 3]
[1056269, 7393877]    True    [2, 2]
[1056361, 7394521]    True    [1, 2]
[1056469, 4225873]    True    [2, 1]
[1056481, 8187721]    True    [2, 2]
[1056481, 11357161]    True    [2, 2]
[1056481, 12941881]    True    [2, 2]
[1056721, 5811961]    True    [2, 2]
[1056721, 6868681]    True    [2, 2]
[1056793, 13738297]    True    [2, 2]
[1057129, 3347573]    True    [2, 2]
[1057129, 9690341]    True    [2, 2]
[1057361, 6344161]    True    [3, 4]
[1057541, 7402781]    True    [2, 2]
[1057781, 7404461]    True    [2, 2]
[1057781, 13751141]    True    [2, 2]
[1057853, 13752077]    True    [2, 2]
[1057897, 2266921]    True    [2, 1]
[1057993, 2685673]    True    [2, 1]
[1057993, 3011209]    True    [2, 1]
[1057993, 3825049]    True    [2, 1]
[1057993, 14893273]    True    [2, 1]
[1058021, 7406141]    True    [2, 2]
[1058093, 13755197]    True    [2, 2]
[1058117, 13755509]    True    [2, 2]
[1058693, 13762997]    True    [2, 2]
[1059001, 9531001]    True    [2, 1]
[1059077, 7413533]    True    [2, 2]
[1059197, 7414373]    True    [2, 2]
[1059217, 2118433]    True    [3, 0]
[1059433, 3178297]    True    [2, 2]
[1059437, 6356617]    True    [2, 2]
[1059701, 7417901]    True    [2, 2]
[1059733, 13423273]    True    [2, 0]
[1059749, 7418237]    True    [2, 2]
[1059937, 5299681]    True    [3, 4]
[1060249, 9542233]    True    [2, 2]
[1060393, 13785097]    True    [0, 2]
[1060421, 13785461]    True    [2, 2]
[1060597, 4949449]    True    [2, 1]
[1061069, 7427477]    True    [2, 2]
[1061117, 7427813]    True    [2, 2]
[1061117, 13794509]    True    [2, 2]
[1061261, 7428821]    True    [2, 2]
[1061317, 2122633]    True    [2, 1]
[1061317, 4952809]    True    [2, 1]
[1061353, 3184057]    True    [2, 0]
[1061453, 13798877]    True    [2, 2]
[1061513, 6369073]    True    [2, 3]
[1061569, 2786617]    True    [2, 1]
[1061569, 13534993]    True    [2, 1]
[1061597, 7431173]    True    [2, 2]
[1061869, 10618681]    True    [2, 1]
[1061909, 7433357]    True    [2, 2]
[1062169, 5310841]    True    [2, 2]
[1062169, 7435177]    True    [2, 2]
[1062197, 13808549]    True    [2, 2]
[1062409, 3010157]    True    [2, 2]
[1062409, 6197381]    True    [2, 2]
[1062409, 10447013]    True    [2, 2]
[1062409, 13634237]    True    [2, 2]
[1062601, 13813801]    True    [2, 1]
[1062673, 5313361]    True    [3, 3]
[1062701, 7438901]    True    [2, 2]
[1062949, 6377689]    True    [2, 0]
[1063157, 7442093]    True    [2, 2]
[1063409, 6380449]    True    [2, 4]
[1063541, 6381241]    True    [2, 2]
[1063541, 7444781]    True    [2, 2]
[1063613, 2804069]    True    [2, 2]
[1063613, 3384221]    True    [2, 2]
[1063613, 9185741]    True    [2, 2]
[1063613, 9765893]    True    [2, 2]
[1063613, 11022889]    True    [2, 2]
[1063613, 14987261]    True    [2, 2]
[1063661, 4892837]    True    [2, 2]
[1063661, 11274797]    True    [2, 2]
[1063729, 4786777]    True    [1, 2]
[1063837, 4964569]    True    [2, 0]
[1063921, 3723721]    True    [2, 2]
[1064017, 7980121]    True    [0, 2]
[1064069, 7448477]    True    [2, 2]
[1064117, 7448813]    True    [2, 2]
[1064281, 11707081]    True    [0, 2]
[1064341, 3263977]    True    [2, 0]
[1064473, 11709193]    True    [0, 2]
[1064477, 13838189]    True    [2, 2]
[1064689, 3726409]    True    [2, 2]
[1064737, 8340433]    True    [3, 3]
[1064737, 9760081]    True    [3, 3]
[1064813, 13842557]    True    [2, 2]
[1064957, 6389737]    True    [2, 2]
[1064977, 5324881]    True    [2, 2]
[1064989, 2129977]    True    [2, 0]
[1065173, 13847237]    True    [2, 2]
[1065469, 2130937]    True    [2, 0]
[1065677, 13853789]    True    [2, 2]
[1065709, 6394249]    True    [2, 0]
[1065821, 7460741]    True    [2, 2]
[1065821, 13855661]    True    [2, 2]
[1066141, 2132281]    True    [2, 1]
[1066157, 6396937]    True    [2, 2]
[1066789, 7823113]    True    [2, 1]
[1066789, 14935033]    True    [2, 1]
[1067137, 15473473]    True    [3, 5]
[1067537, 12810433]    True    [0, 4]
[1067597, 7473173]    True    [2, 2]
[1067621, 7473341]    True    [2, 2]
[1067701, 2135401]    True    [2, 0]
[1067777, 6406657]    True    [7, 8]
[1067909, 7475357]    True    [2, 2]
[1068101, 13885301]    True    [2, 2]
[1068149, 7477037]    True    [2, 2]
[1068437, 7479053]    True    [2, 2]
[1068437, 13889669]    True    [2, 2]
[1068461, 12821521]    True    [2, 2]
[1068481, 14602561]    True    [5, 1]
[1068589, 6411529]    True    [2, 0]
[1068629, 7480397]    True    [2, 2]
[1068889, 7482217]    True    [0, 2]
[1068917, 13895909]    True    [2, 2]
[1069349, 7485437]    True    [2, 2]
[1069421, 7485941]    True    [2, 2]
[1069421, 13902461]    True    [2, 2]
[1069517, 13903709]    True    [2, 2]
[1069693, 14975689]    True    [2, 1]
[1069921, 10699201]    True    [4, 4]
[1070021, 7490141]    True    [2, 2]
[1070197, 10701961]    True    [2, 0]
[1070309, 7492157]    True    [2, 2]
[1070497, 2676241]    True    [3, 2]
[1070621, 13918061]    True    [2, 2]
[1070981, 7496861]    True    [2, 2]
[1071341, 7499381]    True    [2, 2]
[1071341, 13927421]    True    [2, 2]
[1071817, 13933609]    True    [2, 2]
[1071841, 7502881]    True    [4, 3]
[1071841, 9187201]    True    [4, 3]
[1072373, 3829901]    True    [2, 2]
[1072397, 6434377]    True    [2, 2]
[1072397, 7506773]    True    [2, 2]
[1072517, 6435097]    True    [2, 2]
[1072517, 7507613]    True    [2, 2]
[1072997, 7510973]    True    [2, 2]
[1073069, 7511477]    True    [2, 2]
[1073077, 6438457]    True    [2, 0]
[1073089, 9657793]    True    [5, 5]
[1073117, 6438697]    True    [2, 2]
[1073117, 7511813]    True    [2, 2]
[1073141, 7511981]    True    [2, 2]
[1073141, 13950821]    True    [2, 2]
[1073381, 7513661]    True    [2, 2]
[1073573, 6441433]    True    [2, 2]
[1073593, 5367961]    True    [2, 2]
[1073593, 9662329]    True    [2, 2]
[1073837, 7516853]    True    [2, 2]
[1073909, 7517357]    True    [2, 2]
[1074133, 7876969]    True    [2, 1]
[1074361, 15041041]    True    [0, 2]
[1074461, 7521221]    True    [2, 2]
[1074581, 7522061]    True    [2, 2]
[1074673, 10746721]    True    [2, 0]
[1074701, 3653981]    True    [2, 2]
[1074701, 7522901]    True    [2, 2]
[1074701, 13971101]    True    [2, 2]
[1074901, 10749001]    True    [2, 1]
[1074989, 7524917]    True    [2, 2]
[1075133, 6450793]    True    [2, 2]
[1075133, 13976717]    True    [2, 2]
[1075357, 6452137]    True    [2, 0]
[1075397, 6452377]    True    [2, 2]
[1075397, 13980149]    True    [2, 2]
[1075429, 10754281]    True    [2, 0]
[1075489, 9679393]    True    [3, 4]
[1075621, 6453721]    True    [2, 1]
[1075681, 8426161]    True    [0, 3]
[1075897, 10758961]    True    [2, 2]
[1076069, 1998413]    True    [2, 2]
[1076069, 6610133]    True    [2, 2]
[1076137, 5380681]    True    [2, 2]
[1076237, 6457417]    True    [2, 2]
[1076237, 7533653]    True    [2, 2]
[1076237, 12914833]    True    [2, 2]
[1076381, 13992941]    True    [2, 2]
[1076429, 7534997]    True    [2, 2]
[1076501, 7535501]    True    [2, 2]
[1076617, 11842777]    True    [1, 0]
[1076717, 13997309]    True    [2, 2]
[1076813, 13998557]    True    [2, 2]
[1077101, 14002301]    True    [2, 2]
[1077221, 7540541]    True    [2, 2]
[1077413, 14006357]    True    [2, 2]
[1077697, 10238113]    True    [4, 4]
[1077733, 10777321]    True    [2, 1]
[1078081, 7977793]    True    [5, 5]
[1078081, 11427649]    True    [5, 5]
[1078081, 14446273]    True    [5, 5]
[1078369, 11862049]    True    [4, 3]
[1078393, 11862313]    True    [2, 2]
[1078589, 7550117]    True    [2, 2]
[1078657, 12943873]    True    [6, 6]
[1078681, 9708121]    True    [1, 1]
[1078757, 14023829]    True    [2, 2]
[1078849, 7551937]    True    [4, 4]
[1078849, 12047137]    True    [4, 4]
[1078981, 15105721]    True    [2, 0]
[1078993, 6473953]    True    [3, 2]
[1079009, 6474049]    True    [4, 5]
[1079081, 12948961]    True    [0, 3]
[1079093, 14028197]    True    [2, 2]
[1079233, 15109249]    True    [5, 5]
[1079329, 5396641]    True    [4, 3]
[1079357, 14031629]    True    [2, 2]
[1079473, 11874193]    True    [3, 1]
[1079849, 6479089]    True    [2, 3]
[1079957, 14039429]    True    [2, 2]
[1080077, 7560533]    True    [2, 2]
[1080097, 14581297]    True    [3, 3]
[1080341, 7562381]    True    [2, 2]
[1080481, 2701201]    True    [3, 3]
[1080481, 4862161]    True    [3, 3]
[1080553, 1170599]    True    [0, 0]
[1080553, 10895567]    True    [0, 0]
[1080553, 14137223]    True    [0, 0]
[1080553, 3241657]    True    [0, 0]
[1080797, 14050349]    True    [2, 2]
[1080913, 5404561]    True    [3, 3]
[1080941, 14052221]    True    [2, 2]
[1081133, 6486793]    True    [2, 2]
[1081153, 8108641]    True    [4, 4]
[1081277, 14056589]    True    [2, 2]
[1081513, 5407561]    True    [2, 2]
[1081513, 14059657]    True    [2, 2]
[1081541, 14060021]    True    [2, 2]
[1081637, 7571453]    True    [2, 2]
[1081709, 7571957]    True    [2, 2]
[1081721, 6490321]    True    [1, 3]
[1081853, 14064077]    True    [2, 2]
[1082017, 14066209]    True    [3, 4]
[1082089, 5410441]    True    [2, 2]
[1082093, 14067197]    True    [2, 2]
[1082161, 12444841]    True    [2, 0]
[1082209, 11904289]    True    [4, 3]
[1082233, 11904553]    True    [2, 2]
[1082369, 6494209]    True    [8, 10]
[1082381, 6494281]    True    [2, 2]
[1082381, 7576661]    True    [2, 2]
[1082381, 14070941]    True    [2, 2]
[1082429, 7576997]    True    [2, 2]
[1082597, 7578173]    True    [2, 2]
[1082597, 14073749]    True    [2, 2]
[1082717, 14075309]    True    [2, 2]
[1082881, 7580161]    True    [7, 8]
[1083073, 3249217]    True    [5, 5]
[1083077, 7581533]    True    [2, 2]
[1083253, 6499513]    True    [2, 1]
[1083289, 15166033]    True    [1, 2]
[1083317, 14083109]    True    [2, 2]
[1083941, 7587581]    True    [2, 2]
[1084301, 3686621]    True    [2, 2]
[1084301, 6288941]    True    [2, 2]
[1084301, 8891261]    True    [2, 2]
[1084301, 10192421]    True    [2, 2]
[1084301, 14095901]    True    [2, 2]
[1084429, 9398377]    True    [2, 1]
[1084469, 7591277]    True    [2, 2]
[1084777, 7593433]    True    [1, 2]
[1084997, 6509977]    True    [2, 2]
[1084997, 7594973]    True    [2, 2]
[1085309, 7597157]    True    [2, 2]
[1085857, 7600993]    True    [4, 4]
[1085857, 11944417]    True    [4, 4]
[1085881, 14116441]    True    [2, 0]
[1086073, 3258217]    True    [2, 2]
[1086073, 11946793]    True    [2, 2]
[1086361, 5431801]    True    [1, 2]
[1086361, 7604521]    True    [1, 2]
[1086389, 7604717]    True    [2, 2]
[1086509, 7605557]    True    [2, 2]
[1086557, 14125229]    True    [2, 2]
[1086677, 6520057]    True    [2, 2]
[1086677, 7606733]    True    [2, 2]
[1086913, 9782209]    True    [5, 4]
[1086913, 15216769]    True    [5, 4]
[1087061, 14131781]    True    [2, 2]
[1087249, 13590601]    True    [1, 2]
[1087301, 7611101]    True    [2, 2]
[1087349, 7611437]    True    [2, 2]
[1087673, 6526033]    True    [0, 3]
[1087729, 9789553]    True    [3, 2]
[1087741, 15228361]    True    [2, 0]
[1088089, 3445613]    True    [2, 2]
[1088089, 4533701]    True    [2, 2]
[1088089, 6709877]    True    [2, 2]
[1088237, 14147069]    True    [2, 2]
[1088489, 13061857]    True    [1, 3]
[1088641, 2177281]    True    [6, 5]
[1088669, 7620677]    True    [2, 2]
[1088693, 2276357]    True    [2, 2]
[1088693, 4057853]    True    [2, 2]
[1088693, 5839349]    True    [2, 2]
[1088693, 6433181]    True    [2, 2]
[1088693, 12965333]    True    [2, 2]
[1089029, 7623197]    True    [2, 2]
[1089421, 9586897]    True    [2, 0]
[1089461, 7626221]    True    [2, 2]
[1089469, 2178937]    True    [2, 0]
[1089677, 7627733]    True    [2, 2]
[1089917, 6539497]    True    [2, 2]
[1090013, 5761493]    True    [2, 2]
[1090013, 11367269]    True    [2, 2]
[1090181, 14172341]    True    [2, 2]
[1090189, 10901881]    True    [2, 1]
[1090273, 5451361]    True    [4, 4]
[1090493, 14176397]    True    [2, 2]
[1090597, 6543577]    True    [2, 0]
[1090681, 11997481]    True    [2, 2]
[1090697, 6544177]    True    [2, 3]
[1090757, 7635293]    True    [2, 2]
[1090757, 14179829]    True    [2, 2]
[1090877, 7636133]    True    [2, 2]
[1090897, 11999857]    True    [3, 1]
[1091021, 14183261]    True    [2, 2]
[1091053, 6546313]    True    [2, 1]
[1091477, 7640333]    True    [2, 2]
[1091681, 6550081]    True    [4, 5]
[1091837, 7642853]    True    [2, 2]
[1091957, 14195429]    True    [2, 2]
[1092173, 14198237]    True    [2, 2]
[1092461, 2403413]    True    [2, 2]
[1092461, 7647221]    True    [2, 2]
[1092461, 12891029]    True    [2, 2]
[1092461, 14201981]    True    [2, 2]
[1092901, 2185801]    True    [2, 0]
[1092989, 7650917]    True    [2, 2]
[1093061, 7651421]    True    [2, 2]
[1093129, 12024409]    True    [2, 2]
[1093133, 14210717]    True    [2, 2]
[1093237, 2186473]    True    [2, 1]
[1093297, 5420927]    True    [0, 0]
[1093297, 7060871]    True    [0, 0]
[1093297, 9247463]    True    [0, 0]
[1093297, 10887407]    True    [0, 0]
[1093297, 13073999]    True    [0, 0]
[1093381, 13120561]    True    [2, 0]
[1093441, 11481121]    True    [1, 3]
[1093517, 14215709]    True    [2, 2]
[1093537, 12028897]    True    [4, 3]
[1093541, 7654781]    True    [2, 2]
[1093541, 14216021]    True    [2, 2]
[1093633, 3280897]    True    [10, 11]
[1093717, 10937161]    True    [2, 1]
[1093969, 9845713]    True    [3, 1]
[1094029, 6564169]    True    [2, 1]
[1094161, 12035761]    True    [3, 2]
